                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.21171,                 1.6473,                0.94255,                0.60093,                0.68882,                0.70301,                0.68563,                0.23063,                  1.524,                0.33086,               0.067004,             0.00033329,             0.00033329
